Timestamp (ms since Unix Epoch),X,Y,Z,Activity,Resultant,x-mean,(x-mean)2,variance,,,,
1.56509E+12,0.212646,0.45636,0.929932,5,1.057476381,0.027644672,0.000764228,,,,,
1.56509E+12,0.21106,0.455261,0.926147,5,1.053355195,0.023523486,0.000553354,,,,,
1.56509E+12,0.212708,0.46051,0.924927,5,1.054895307,0.025063598,0.000628184,,,,,
1.56509E+12,0.213623,0.458313,0.925659,5,1.05476546,0.024933751,0.000621692,,,,,
1.56509E+12,0.208801,0.457214,0.930359,5,1.057454665,0.027622956,0.000763028,,,,,
1.56509E+12,0.206787,0.455505,0.924072,5,1.050787671,0.020955962,0.000439152,,,,,
1.56509E+12,0.216675,0.453491,0.922424,5,1.050460936,0.020629227,0.000425565,,,,,
1.56509E+12,0.216553,0.454895,0.929565,5,1.057315351,0.027483642,0.000755351,,,,,
1.56509E+12,0.210022,0.455688,0.927429,5,1.05445974,0.024628031,0.00060654,,,,,
1.56509E+12,0.213257,0.459412,0.922729,5,1.052599991,0.022768282,0.000518395,,,,,
1.56509E+12,0.218384,0.460022,0.927368,5,1.057980727,0.028149018,0.000792367,,,,,
1.56509E+12,0.211487,0.4599,0.926819,5,1.056043664,0.026211955,0.000687067,,,,,
1.56509E+12,0.213196,0.45459,0.922485,5,1.050277667,0.020445958,0.000418037,,,,,
1.56509E+12,0.220642,0.450745,0.926514,5,1.053699264,0.023867555,0.00056966,,,,,
1.56509E+12,0.218872,0.454041,0.927063,5,1.055226984,0.025395275,0.00064492,,,,,
1.56509E+12,0.217407,0.453613,0.925903,5,1.053720515,0.023888806,0.000570675,,,,,
1.56509E+12,0.22052,0.452759,0.926514,5,1.054536853,0.024705144,0.000610344,,,,,
1.56509E+12,0.222046,0.454102,0.926697,5,1.0555948,0.025763091,0.000663737,,,,,
1.56509E+12,0.222351,0.450317,0.924927,5,1.052480557,0.022648848,0.00051297,,,,,
1.56509E+12,0.223083,0.452515,0.924072,5,1.052827104,0.022995395,0.000528788,,,,,
1.56509E+12,0.223694,0.453308,0.925415,5,1.054476207,0.024644498,0.000607351,,,,,
1.56509E+12,0.223572,0.447571,0.930664,5,1.056617111,0.026785403,0.000717458,,,,,
1.56509E+12,0.223694,0.448425,0.930481,5,1.056843828,0.027012119,0.000729655,,,,,
1.56509E+12,0.228882,0.449402,0.925171,5,1.053703235,0.023871526,0.00056985,,,,,
1.56509E+12,0.230896,0.450378,0.924866,5,1.054291432,0.024459723,0.000598278,,,,,
1.56509E+12,0.223755,0.450256,0.920959,5,1.04926748,0.019435771,0.000377749,,,,,
1.56509E+12,0.22583,0.448486,0.927185,5,1.054424443,0.024592734,0.000604803,,,,,
1.56509E+12,0.225891,0.450745,0.927917,5,1.056043445,0.026211736,0.000687055,,,,,
